Price,Close
Ticker,GOOG
Date,
2023-05-12,117.3641128540039
2023-05-15,116.40863037109375
2023-05-16,119.52387237548828
2023-05-17,120.9073257446289
2023-05-18,122.93770599365234
2023-05-19,122.66898345947266
2023-05-22,125.27662658691406
2023-05-23,122.70880126953125
2023-05-24,121.06656646728516
2023-05-25,123.7637939453125
2023-05-26,124.83871459960938
2023-05-30,124.05242919921875
2023-05-31,122.78842163085938
2023-06-01,123.78369903564453
2023-06-02,124.6396484375
2023-06-05,126.03304290771484
2023-06-06,127.30702209472656
2023-06-07,122.3604507446289
2023-06-08,122.09171295166016
2023-06-09,122.290771484375
2023-06-12,123.7637939453125
2023-06-13,123.84342193603516
2023-06-14,123.79365539550781
2023-06-15,125.19700622558594
2023-06-16,123.47515869140625
2023-06-20,123.26615142822266
2023-06-21,120.68836212158203
2023-06-22,123.28606414794922
2023-06-23,122.4400634765625
2023-06-26,118.5285873413086
2023-06-27,118.448974609375
2023-06-28,120.50920867919922
2023-06-29,119.44425964355469
2023-06-30,120.39973449707031
2023-07-03,119.99165344238281
2023-07-05,122.0519027709961
2023-07-06,120.35991668701172
2023-07-07,119.57363891601562
2023-07-10,116.31906127929688
2023-07-11,117.15509796142578
2023-07-12,119.05609130859375
2023-07-13,124.24153137207031
2023-07-14,125.10743713378906
2023-07-17,124.47045135498047
2023-07-18,123.49506378173828
2023-07-19,122.20120239257812
2023-07-20,118.96652221679688
2023-07-21,119.74284362792969
2023-07-24,121.3054428100586
2023-07-25,122.21115112304688
2023-07-26,129.04876708984375
2023-07-27,129.2577667236328
2023-07-28,132.38294982910156
2023-07-31,132.48251342773438
2023-08-01,131.26824951171875
2023-08-02,128.03358459472656
2023-08-03,128.1629638671875
2023-08-04,127.93402099609375
2023-08-07,131.3180389404297
2023-08-08,131.21849060058594
2023-08-09,129.5364532470703
2023-08-10,129.59619140625
2023-08-11,129.55636596679688
2023-08-14,131.2085418701172
2023-08-15,129.6558837890625
2023-08-16,128.50135803222656
2023-08-17,129.84500122070312
2023-08-18,127.50607299804688
2023-08-21,128.3221893310547
2023-08-22,129.07862854003906
2023-08-23,132.58204650878906
2023-08-24,129.80519104003906
2023-08-25,130.0738983154297
2023-08-28,131.16871643066406
2023-08-29,134.85130310058594
2023-08-30,136.28448486328125
2023-08-31,136.7025146484375
2023-09-01,136.1551055908203
2023-09-05,136.0655517578125
2023-09-06,134.7318572998047
2023-09-07,135.5579376220703
2023-09-08,136.55320739746094
2023-09-11,137.09068298339844
2023-09-12,135.42855834960938
2023-09-13,136.851806640625
2023-09-14,138.3347930908203
2023-09-15,137.64804077148438
2023-09-18,138.304931640625
2023-09-19,138.17555236816406
2023-09-20,133.9555206298828
2023-09-21,130.74075317382812
2023-09-22,130.6312713623047
2023-09-25,131.5469512939453
2023-09-26,128.8397674560547
2023-09-27,130.8402862548828
2023-09-28,132.5023956298828
2023-09-29,131.2284393310547
2023-10-02,134.53280639648438
2023-10-03,132.67161560058594
2023-10-04,135.6276092529297
2023-10-05,135.34893798828125
2023-10-06,138.0760040283203
2023-10-09,138.84237670898438
2023-10-10,138.5437774658203
2023-10-11,141.03199768066406
2023-10-12,139.62864685058594
2023-10-13,137.9267120361328
2023-10-16,139.8277130126953
2023-10-17,140.3253631591797
2023-10-18,138.62339782714844
2023-10-19,138.3248291015625
2023-10-20,136.09539794921875
2023-10-23,137.24990844726562
2023-10-24,139.45945739746094
2023-10-25,126.0728530883789
2023-10-26,122.85808563232422
2023-10-27,122.81827545166016
2023-10-30,125.15719604492188
2023-10-31,124.70932006835938
2023-11-01,126.96862030029297
2023-11-02,127.97384643554688
2023-11-03,129.7554168701172
2023-11-06,130.83033752441406
2023-11-07,131.7758331298828
2023-11-08,132.63180541992188
2023-11-09,131.06919860839844
2023-11-10,133.4280242919922
2023-11-13,133.00999450683594
2023-11-14,134.7915496826172
2023-11-15,135.73709106445312
2023-11-16,138.046142578125
2023-11-17,136.29446411132812
2023-11-20,137.2698211669922
2023-11-21,137.96652221679688
2023-11-22,139.35992431640625
2023-11-24,137.5684051513672
2023-11-27,137.3992156982422
2023-11-28,137.96652221679688
2023-11-29,135.75697326660156
2023-11-30,133.28868103027344
2023-12-01,132.69151306152344
2023-12-04,130.01419067382812
2023-12-05,131.76589965820312
2023-12-06,130.81039428710938
2023-12-07,137.79733276367188
2023-12-08,135.99586486816406
2023-12-11,134.06500244140625
2023-12-12,133.00999450683594
2023-12-13,133.3384552001953
2023-12-14,132.5720672607422
2023-12-15,133.2090606689453
2023-12-18,136.5432586669922
2023-12-19,137.44898986816406
2023-12-20,139.00161743164062
2023-12-21,141.1315460205078
2023-12-22,142.04721069335938
2023-12-26,142.146728515625
2023-12-27,140.77325439453125
2023-12-28,140.61398315429688
2023-12-29,140.26564025878906
2024-01-02,138.902099609375
2024-01-03,139.6983184814453
2024-01-04,137.38925170898438
2024-01-05,136.74232482910156
2024-01-08,139.8675079345703
2024-01-09,141.88795471191406
2024-01-10,143.1221160888672
2024-01-11,142.9927215576172
2024-01-12,143.56004333496094
2024-01-16,143.40078735351562
2024-01-17,142.21640014648438
2024-01-18,144.30650329589844
2024-01-19,147.27243041992188
2024-01-22,147.01370239257812
2024-01-23,147.97909545898438
2024-01-24,149.6412353515625
2024-01-25,152.9157257080078
2024-01-26,153.0650177001953
2024-01-29,154.11007690429688
2024-01-30,152.32850646972656
2024-01-31,141.1315460205078
2024-02-01,142.03726196289062
2024-02-02,142.8633270263672
2024-02-05,144.24676513671875
2024-02-06,144.7245330810547
2024-02-07,145.988525390625
2024-02-08,146.52598571777344
2024-02-09,149.51185607910156
2024-02-12,148.02886962890625
2024-02-13,145.6799774169922
2024-02-14,146.4463653564453
2024-02-15,143.26145935058594
2024-02-16,141.0917205810547
2024-02-20,141.52964782714844
2024-02-21,143.1619110107422
2024-02-22,144.63494873046875
2024-02-23,144.60508728027344
2024-02-26,138.09593200683594
2024-02-27,139.43955993652344
2024-02-28,136.78213500976562
2024-02-29,139.1210479736328
2024-03-01,137.4290771484375
2024-03-04,133.56736755371094
2024-03-05,133.1493377685547
2024-03-06,131.9351043701172
2024-03-07,134.60244750976562
2024-03-08,135.6475067138672
2024-03-11,138.28501892089844
2024-03-12,138.96180725097656
2024-03-13,140.10638427734375
2024-03-14,143.65956115722656
2024-03-15,141.49978637695312
2024-03-18,147.78005981445312
2024-03-19,147.22268676757812
2024-03-20,148.97438049316406
2024-03-21,148.038818359375
2024-03-22,151.05453491210938
2024-03-25,150.43743896484375
2024-03-26,150.98484802246094
2024-03-27,151.22372436523438
2024-03-28,151.542236328125
2024-04-01,155.7622528076172
2024-04-02,155.1352081298828
2024-04-03,155.6328582763672
2024-04-04,151.22372436523438
2024-04-05,153.21432495117188
2024-04-08,155.40394592285156
2024-04-09,157.39451599121094
2024-04-10,156.91676330566406
2024-04-11,160.03201293945312
2024-04-12,158.4395751953125
2024-04-15,155.59304809570312
2024-04-16,155.2646026611328
2024-04-17,156.1404571533203
2024-04-18,156.71771240234375
2024-04-19,154.98593139648438
2024-04-22,157.20541381835938
2024-04-23,159.16610717773438
2024-04-24,160.34056091308594
2024-04-25,157.20541381835938
2024-04-26,172.8712158203125
2024-04-29,167.10848999023438
2024-04-30,163.86387634277344
2024-05-01,164.78948974609375
2024-05-02,167.66586303710938
2024-05-03,168.193359375
2024-05-06,169.02940368652344
2024-05-07,172.16455078125
2024-05-08,170.35311889648438
2024-05-09,170.77114868164062
2024-05-10,169.4872283935547
2024-05-13,170.09434509277344
2024-05-14,171.11949157714844
2024-05-15,173.060302734375
2024-05-16,174.60299682617188
2024-05-17,176.4542236328125
2024-05-20,177.6187286376953
2024-05-21,178.69361877441406
2024-05-22,177.160888671875
2024-05-23,174.2347412109375
2024-05-24,175.49876403808594
2024-05-28,177.1807861328125
2024-05-29,176.56370544433594
2024-05-30,172.7418212890625
2024-05-31,173.13992309570312
2024-06-03,173.59776306152344
2024-06-04,174.3043975830078
2024-06-05,176.2352752685547
2024-06-06,177.5092315673828
2024-06-07,175.12054443359375
2024-06-10,175.99740600585938
2024-06-11,177.5518035888672
2024-06-12,178.91690063476562
2024-06-13,176.10699462890625
2024-06-14,177.7311553955078
2024-06-17,178.13967895507812
2024-06-18,175.8180389404297
2024-06-20,177.0735321044922
2024-06-21,179.6143798828125
2024-06-24,180.14248657226562
2024-06-25,184.91534423828125
2024-06-26,184.70608520507812
2024-06-27,186.19076538085938
2024-06-28,182.76307678222656
2024-07-01,183.82923889160156
2024-07-02,185.94163513183594
2024-07-03,186.71884155273438
2024-07-05,191.27249145507812
2024-07-08,189.79779052734375
2024-07-09,189.7579345703125
2024-07-10,191.96998596191406
2024-07-11,186.62918090820312
2024-07-12,186.11105346679688
2024-07-15,187.5159912109375
2024-07-16,184.8356170654297
2024-07-17,181.96592712402344
2024-07-18,178.578125
2024-07-19,178.74749755859375
2024-07-22,182.69332885742188
2024-07-23,182.9424285888672
2024-07-24,173.7454833984375
2024-07-25,168.5541534423828
2024-07-26,168.07586669921875
2024-07-29,170.51708984375
2024-07-30,171.24447631835938
2024-07-31,172.52984619140625
2024-08-01,171.8323516845703
2024-08-02,167.79685974121094
2024-08-05,160.06466674804688
2024-08-06,159.9650115966797
2024-08-07,160.17425537109375
2024-08-08,163.25318908691406
2024-08-09,164.7976531982422
2024-08-12,163.36280822753906
2024-08-13,165.33570861816406
2024-08-14,161.44967651367188
2024-08-15,162.58560180664062
2024-08-16,164.1499786376953
2024-08-19,167.79685974121094
2024-08-20,168.35487365722656
2024-08-21,167.02963256835938
2024-08-22,164.8972930908203
2024-08-23,166.83033752441406
2024-08-26,167.32855224609375
2024-08-27,165.7841033935547
2024-08-28,163.91082763671875
2024-08-29,162.8147735595703
2024-08-30,164.51866149902344
2024-09-03,158.0419464111328
2024-09-04,157.2447967529297
2024-09-05,158.03196716308594
2024-09-06,151.58514404296875
2024-09-09,149.2005615234375
2024-09-10,149.66949462890625
2024-09-11,151.80462646484375
2024-09-12,155.1869354248047
2024-09-13,158.01051330566406
2024-09-16,158.62911987304688
2024-09-17,159.9161834716797
2024-09-18,160.44497680664062
2024-09-19,162.86947631835938
2024-09-20,164.2662811279297
2024-09-23,162.69985961914062
2024-09-24,163.2685546875
2024-09-25,162.6200408935547
2024-09-26,163.4581298828125
2024-09-27,164.91481018066406
2024-09-30,166.8105010986328
2024-10-01,168.03770446777344
2024-10-02,166.9302215576172
2024-10-03,166.83045959472656
2024-10-04,168.17738342285156
2024-10-07,164.016845703125
2024-10-08,165.32386779785156
2024-10-09,162.6898651123047
2024-10-10,162.80958557128906
2024-10-11,164.1465606689453
2024-10-14,165.972412109375
2024-10-15,166.52114868164062
2024-10-16,166.3615264892578
2024-10-17,164.13656616210938
2024-10-18,164.67535400390625
2024-10-21,165.4236602783203
2024-10-22,166.44134521484375
2024-10-23,164.1066436767578
2024-10-24,164.1565399169922
2024-10-25,166.61094665527344
2024-10-28,167.9578857421875
2024-10-29,170.7515411376953
2024-10-30,175.7401885986328
2024-10-31,172.2980194091797
2024-11-01,172.2581024169922
2024-11-04,170.29257202148438
2024-11-05,171.02093505859375
2024-11-06,177.92520141601562
2024-11-07,181.86624145507812
2024-11-08,179.4517364501953
2024-11-11,181.55694580078125
2024-11-12,182.9038848876953
2024-11-13,180.08030700683594
2024-11-14,176.94744873046875
2024-11-15,173.49530029296875
2024-11-18,176.39869689941406
2024-11-19,179.17237854003906
2024-11-20,176.92747497558594
2024-11-21,168.85585021972656
2024-11-22,166.19192504882812
2024-11-25,169.04539489746094
2024-11-26,170.23269653320312
2024-11-27,170.43226623535156
2024-11-29,170.10301208496094
2024-12-02,172.58734130859375
2024-12-03,172.62725830078125
2024-12-04,175.69029235839844
2024-12-05,173.91432189941406
2024-12-06,176.0894012451172
2024-12-09,176.89846801757812
2024-12-10,186.31773376464844
2024-12-11,196.4861602783203
2024-12-12,193.40965270996094
2024-12-13,191.16221618652344
2024-12-16,197.93450927734375
2024-12-17,196.8956756591797
2024-12-18,189.93360900878906
2024-12-19,189.484130859375
2024-12-20,192.74041748046875
2024-12-23,195.7669677734375
2024-12-24,197.34518432617188
2024-12-26,196.87571716308594
2024-12-27,193.81918334960938
2024-12-30,192.47073364257812
2024-12-31,190.22328186035156
2025-01-02,190.41307067871094
2025-01-03,192.9102325439453
2025-01-06,197.7347412109375
2025-01-07,196.4861602783203
2025-01-08,195.1676483154297
2025-01-10,192.95018005371094
2025-01-13,192.0711669921875
2025-01-14,190.8325958251953
2025-01-15,196.75584411621094
2025-01-16,194.1887664794922
2025-01-17,197.3251953125
2025-01-21,199.40283203125
2025-01-22,199.8023681640625
2025-01-23,199.35289001464844
2025-01-24,201.6702423095703
2025-01-27,193.54949951171875
2025-01-28,196.8457489013672
2025-01-29,196.9556121826172
2025-01-30,202.3994140625
2025-01-31,205.3660430908203
2025-02-03,202.40939331054688
2025-02-04,207.4736328125
2025-02-05,193.0800323486328
2025-02-06,193.0900115966797
2025-02-07,186.92703247070312
2025-02-10,187.98582458496094
2025-02-11,186.8571319580078
2025-02-12,185.21897888183594
2025-02-13,187.66619873046875
2025-02-14,186.6573486328125
2025-02-18,185.58856201171875
2025-02-19,186.91705322265625
2025-02-20,186.4276123046875
2025-02-21,181.3733673095703
2025-02-24,180.9838104248047
2025-02-25,177.16815185546875
2025-02-26,174.50119018554688
2025-02-27,170.0163116455078
2025-02-28,172.02401733398438
2025-03-03,168.46807861328125
2025-03-04,172.41357421875
2025-03-05,174.79087829589844
2025-03-06,174.0117645263672
2025-03-07,175.5500030517578
2025-03-10,167.80999755859375
2025-03-11,165.97999572753906
2025-03-12,169.0
2025-03-13,164.72999572753906
2025-03-14,167.6199951171875
2025-03-17,166.57000732421875
2025-03-18,162.6699981689453
2025-03-19,166.27999877929688
2025-03-20,165.0500030517578
2025-03-21,166.25
2025-03-24,169.92999267578125
2025-03-25,172.7899932861328
2025-03-26,167.13999938964844
2025-03-27,164.0800018310547
2025-03-28,156.05999755859375
2025-03-31,156.22999572753906
2025-04-01,158.8800048828125
2025-04-02,158.86000061035156
2025-04-03,152.6300048828125
2025-04-04,147.74000549316406
2025-04-07,149.24000549316406
2025-04-08,146.5800018310547
2025-04-09,161.05999755859375
2025-04-10,155.3699951171875
2025-04-11,159.39999389648438
2025-04-14,161.47000122070312
2025-04-15,158.67999267578125
2025-04-16,155.5
2025-04-17,153.36000061035156
2025-04-21,149.86000061035156
2025-04-22,152.8800048828125
