,Date,Close
0,2023-01-03,89.27713775634766
1,2023-01-04,88.29180908203125
2,2023-01-05,86.36094665527344
3,2023-01-06,87.74440002441406
4,2023-01-09,88.38138580322266
5,2023-01-10,88.81930541992188
6,2023-01-11,91.82508087158205
7,2023-01-12,91.47673034667967
8,2023-01-13,92.36253356933594
9,2023-01-17,91.72554779052734
10,2023-01-18,91.34733581542967
11,2023-01-19,93.46730041503906
12,2023-01-20,98.81198120117188
13,2023-01-23,100.7328872680664
14,2023-01-24,98.7423095703125
15,2023-01-25,96.27400207519533
16,2023-01-26,98.69255065917967
17,2023-01-27,100.2352294921875
18,2023-01-30,97.48824310302734
19,2023-01-31,99.39920806884766
20,2023-02-01,100.95184326171876
21,2023-02-02,108.28710174560548
22,2023-02-03,104.72398376464844
23,2023-02-06,102.98223114013672
24,2023-02-07,107.53068542480467
25,2023-02-08,99.52857971191406
26,2023-02-09,95.0099868774414
27,2023-02-10,94.41281127929688
28,2023-02-13,94.55216217041016
29,2023-02-14,94.5023956298828
30,2023-02-15,96.64225006103516
31,2023-02-16,95.32848358154295
32,2023-02-17,94.14408111572266
33,2023-02-21,91.61607360839844
34,2023-02-22,91.36724853515624
35,2023-02-23,90.64068603515624
36,2023-02-24,88.92878723144531
37,2023-02-27,89.67524719238281
38,2023-02-28,89.87431335449219
39,2023-03-01,90.08332061767578
40,2023-03-02,91.87483215332033
41,2023-03-03,93.57676696777344
42,2023-03-06,95.1294174194336
43,2023-03-07,93.72607421875
44,2023-03-08,94.2038116455078
45,2023-03-09,92.2231903076172
46,2023-03-10,90.58097076416016
47,2023-03-13,91.22791290283205
48,2023-03-14,93.80569458007812
49,2023-03-15,96.0948486328125
50,2023-03-16,100.59354400634766
51,2023-03-17,101.97698974609376
52,2023-03-20,101.4494857788086
53,2023-03-21,105.34104919433594
54,2023-03-22,103.72869873046876
55,2023-03-23,105.7590789794922
56,2023-03-24,105.56002044677734
57,2023-03-27,102.57415771484376
58,2023-03-28,100.8821792602539
59,2023-03-29,101.4196319580078
60,2023-03-30,100.84236907958984
61,2023-03-31,103.50973510742188
62,2023-04-03,104.41545104980467
63,2023-04-04,104.62444305419922
64,2023-04-05,104.45525360107422
65,2023-04-06,108.38662719726562
66,2023-04-10,106.4458236694336
67,2023-04-11,105.61973571777344
68,2023-04-12,104.72398376464844
69,2023-04-13,107.6799774169922
70,2023-04-14,108.9439926147461
71,2023-04-17,105.91831970214844
72,2023-04-18,104.62444305419922
73,2023-04-19,104.52490997314452
74,2023-04-20,105.40077209472656
75,2023-04-21,105.41073608398438
76,2023-04-24,106.27662658691406
77,2023-04-25,104.11685180664062
78,2023-04-26,103.95760345458984
79,2023-04-27,107.859130859375
80,2023-04-28,107.70984649658205
81,2023-05-01,107.20223999023438
82,2023-05-02,105.48039245605467
83,2023-05-03,105.61973571777344
84,2023-05-04,104.71402740478516
85,2023-05-05,105.71428680419922
86,2023-05-08,107.72974395751952
87,2023-05-09,107.43115997314452
88,2023-05-10,111.75070190429688
89,2023-05-11,116.34891510009766
90,2023-05-12,117.36410522460938
91,2023-05-15,116.40863037109376
92,2023-05-16,119.52387237548828
93,2023-05-17,120.9073257446289
94,2023-05-18,122.9376983642578
95,2023-05-19,122.66898345947266
96,2023-05-22,125.2766342163086
97,2023-05-23,122.70879364013672
98,2023-05-24,121.06657409667967
99,2023-05-25,123.7637939453125
100,2023-05-26,124.83870697021484
101,2023-05-30,124.05242919921876
102,2023-05-31,122.78842163085938
103,2023-06-01,123.78369903564452
104,2023-06-02,124.6396484375
105,2023-06-05,126.03304290771484
106,2023-06-06,127.30702209472656
107,2023-06-07,122.3604507446289
108,2023-06-08,122.09172058105467
109,2023-06-09,122.29077911376952
110,2023-06-12,123.7637939453125
111,2023-06-13,123.84342193603516
112,2023-06-14,123.7936553955078
113,2023-06-15,125.19701385498048
114,2023-06-16,123.47516632080078
115,2023-06-20,123.26615142822266
116,2023-06-21,120.68836975097656
117,2023-06-22,123.28605651855467
118,2023-06-23,122.44007110595705
119,2023-06-26,118.5285873413086
120,2023-06-27,118.448974609375
121,2023-06-28,120.50921630859376
122,2023-06-29,119.44425964355467
123,2023-06-30,120.39972686767578
124,2023-07-03,119.99166107177734
125,2023-07-05,122.05191040039062
126,2023-07-06,120.35991668701172
127,2023-07-07,119.57364654541016
128,2023-07-10,116.31906127929688
129,2023-07-11,117.15509796142578
130,2023-07-12,119.05609893798828
131,2023-07-13,124.24153137207033
132,2023-07-14,125.10742950439452
133,2023-07-17,124.47045135498048
134,2023-07-18,123.4950714111328
135,2023-07-19,122.20118713378906
136,2023-07-20,118.96652221679688
137,2023-07-21,119.74283599853516
138,2023-07-24,121.30543518066406
139,2023-07-25,122.2111587524414
140,2023-07-26,129.04876708984375
141,2023-07-27,129.25778198242188
142,2023-07-28,132.38296508789062
143,2023-07-31,132.48251342773438
144,2023-08-01,131.2682647705078
145,2023-08-02,128.0335693359375
146,2023-08-03,128.16294860839844
147,2023-08-04,127.93405151367188
148,2023-08-07,131.31800842285156
149,2023-08-08,131.21849060058594
150,2023-08-09,129.5364532470703
151,2023-08-10,129.59617614746094
152,2023-08-11,129.5563507080078
153,2023-08-14,131.20855712890625
154,2023-08-15,129.65589904785156
155,2023-08-16,128.50135803222656
156,2023-08-17,129.84500122070312
157,2023-08-18,127.50607299804688
158,2023-08-21,128.3222198486328
159,2023-08-22,129.07861328125
160,2023-08-23,132.58203125
161,2023-08-24,129.80519104003906
162,2023-08-25,130.07391357421875
163,2023-08-28,131.16871643066406
164,2023-08-29,134.85128784179688
165,2023-08-30,136.2845001220703
166,2023-08-31,136.70252990722656
167,2023-09-01,136.1551055908203
168,2023-09-05,136.06553649902344
169,2023-09-06,134.7318572998047
170,2023-09-07,135.55792236328125
171,2023-09-08,136.55322265625
172,2023-09-11,137.09068298339844
173,2023-09-12,135.42857360839844
174,2023-09-13,136.851806640625
175,2023-09-14,138.3347930908203
176,2023-09-15,137.64804077148438
177,2023-09-18,138.30491638183594
178,2023-09-19,138.17555236816406
179,2023-09-20,133.95553588867188
180,2023-09-21,130.74075317382812
181,2023-09-22,130.6312713623047
182,2023-09-25,131.5469207763672
183,2023-09-26,128.83975219726562
184,2023-09-27,130.84027099609375
185,2023-09-28,132.50241088867188
186,2023-09-29,131.2284393310547
187,2023-10-02,134.53280639648438
188,2023-10-03,132.67160034179688
189,2023-10-04,135.6276092529297
190,2023-10-05,135.34893798828125
191,2023-10-06,138.0760040283203
192,2023-10-09,138.84237670898438
193,2023-10-10,138.5437774658203
194,2023-10-11,141.03199768066406
195,2023-10-12,139.62863159179688
196,2023-10-13,137.9267120361328
197,2023-10-16,139.82769775390625
198,2023-10-17,140.32534790039062
199,2023-10-18,138.6234130859375
200,2023-10-19,138.32484436035156
201,2023-10-20,136.09539794921875
202,2023-10-23,137.24990844726562
203,2023-10-24,139.45945739746094
204,2023-10-25,126.07286071777344
205,2023-10-26,122.85808563232422
206,2023-10-27,122.81827545166016
207,2023-10-30,125.15719604492188
208,2023-10-31,124.7093276977539
209,2023-11-01,126.96862030029295
210,2023-11-02,127.97386932373048
211,2023-11-03,129.75540161132812
212,2023-11-06,130.830322265625
213,2023-11-07,131.77584838867188
214,2023-11-08,132.6317901611328
215,2023-11-09,131.06919860839844
216,2023-11-10,133.42800903320312
217,2023-11-13,133.00999450683594
218,2023-11-14,134.7915496826172
219,2023-11-15,135.7371063232422
220,2023-11-16,138.046142578125
221,2023-11-17,136.29444885253906
222,2023-11-20,137.2698211669922
223,2023-11-21,137.96652221679688
224,2023-11-22,139.3599090576172
225,2023-11-24,137.5684051513672
226,2023-11-27,137.39923095703125
227,2023-11-28,137.96652221679688
228,2023-11-29,135.75697326660156
229,2023-11-30,133.28868103027344
230,2023-12-01,132.6915283203125
231,2023-12-04,130.0142059326172
232,2023-12-05,131.76589965820312
233,2023-12-06,130.81040954589844
234,2023-12-07,137.7973175048828
235,2023-12-08,135.995849609375
236,2023-12-11,134.06500244140625
237,2023-12-12,133.00999450683594
238,2023-12-13,133.3384552001953
239,2023-12-14,132.5720672607422
240,2023-12-15,133.2090606689453
241,2023-12-18,136.5432586669922
242,2023-12-19,137.448974609375
243,2023-12-20,139.00161743164062
244,2023-12-21,141.1315460205078
245,2023-12-22,142.04721069335938
246,2023-12-26,142.146728515625
247,2023-12-27,140.77325439453125
248,2023-12-28,140.61399841308594
249,2023-12-29,140.26564025878906
250,2024-01-02,138.90208435058594
251,2024-01-03,139.6983184814453
252,2024-01-04,137.3892364501953
253,2024-01-05,136.74232482910156
254,2024-01-08,139.8675079345703
255,2024-01-09,141.887939453125
256,2024-01-10,143.1221160888672
257,2024-01-11,142.9927215576172
258,2024-01-12,143.56004333496094
259,2024-01-16,143.4008026123047
260,2024-01-17,142.21640014648438
261,2024-01-18,144.30650329589844
262,2024-01-19,147.27244567871094
263,2024-01-22,147.01368713378906
264,2024-01-23,147.97909545898438
265,2024-01-24,149.64125061035156
266,2024-01-25,152.9157257080078
267,2024-01-26,153.0650177001953
268,2024-01-29,154.1100616455078
269,2024-01-30,152.32852172851562
270,2024-01-31,141.1315460205078
271,2024-02-01,142.03724670410156
272,2024-02-02,142.8633270263672
273,2024-02-05,144.2467803955078
274,2024-02-06,144.7245330810547
275,2024-02-07,145.988525390625
276,2024-02-08,146.52598571777344
277,2024-02-09,149.51185607910156
278,2024-02-12,148.02886962890625
279,2024-02-13,145.6799774169922
280,2024-02-14,146.4463653564453
281,2024-02-15,143.26144409179688
282,2024-02-16,141.0917205810547
283,2024-02-20,141.52963256835938
284,2024-02-21,143.1619110107422
285,2024-02-22,144.63494873046875
286,2024-02-23,144.60508728027344
287,2024-02-26,138.09593200683594
288,2024-02-27,139.43954467773438
289,2024-02-28,136.78213500976562
290,2024-02-29,139.1210479736328
291,2024-03-01,137.42906188964844
292,2024-03-04,133.56736755371094
293,2024-03-05,133.1493377685547
294,2024-03-06,131.93508911132812
295,2024-03-07,134.6024627685547
296,2024-03-08,135.6475067138672
297,2024-03-11,138.2850341796875
298,2024-03-12,138.96180725097656
299,2024-03-13,140.10641479492188
300,2024-03-14,143.65956115722656
301,2024-03-15,141.49978637695312
302,2024-03-18,147.78004455566406
303,2024-03-19,147.22268676757812
304,2024-03-20,148.97438049316406
305,2024-03-21,148.03883361816406
306,2024-03-22,151.05455017089844
307,2024-03-25,150.4374542236328
308,2024-03-26,150.98486328125
309,2024-03-27,151.22372436523438
310,2024-03-28,151.542236328125
311,2024-04-01,155.76222229003906
312,2024-04-02,155.1352081298828
313,2024-04-03,155.63284301757812
314,2024-04-04,151.22372436523438
315,2024-04-05,153.2143096923828
316,2024-04-08,155.4039306640625
317,2024-04-09,157.39453125
318,2024-04-10,156.91676330566406
319,2024-04-11,160.03201293945312
320,2024-04-12,158.43955993652344
321,2024-04-15,155.59303283691406
322,2024-04-16,155.2646026611328
323,2024-04-17,156.14044189453125
324,2024-04-18,156.71771240234375
325,2024-04-19,154.98590087890625
326,2024-04-22,157.20541381835938
327,2024-04-23,159.16610717773438
328,2024-04-24,160.34056091308594
329,2024-04-25,157.20541381835938
330,2024-04-26,172.87120056152344
331,2024-04-29,167.10850524902344
332,2024-04-30,163.86386108398438
333,2024-05-01,164.78948974609375
334,2024-05-02,167.66587829589844
335,2024-05-03,168.193359375
336,2024-05-06,169.02940368652344
337,2024-05-07,172.16455078125
338,2024-05-08,170.3531494140625
339,2024-05-09,170.7711639404297
340,2024-05-10,169.48721313476562
341,2024-05-13,170.09434509277344
342,2024-05-14,171.1195068359375
343,2024-05-15,173.06031799316406
344,2024-05-16,174.60299682617188
345,2024-05-17,176.45420837402344
346,2024-05-20,177.6187286376953
347,2024-05-21,178.693603515625
348,2024-05-22,177.16087341308594
349,2024-05-23,174.2347412109375
350,2024-05-24,175.498779296875
351,2024-05-28,177.18080139160156
352,2024-05-29,176.56370544433594
353,2024-05-30,172.74180603027344
354,2024-05-31,173.1399383544922
355,2024-06-03,173.5977783203125
356,2024-06-04,174.30442810058594
357,2024-06-05,176.2352752685547
358,2024-06-06,177.5092315673828
359,2024-06-07,175.12054443359375
360,2024-06-10,175.9973907470703
361,2024-06-11,177.55181884765625
362,2024-06-12,178.91690063476562
363,2024-06-13,176.10699462890625
364,2024-06-14,177.7311553955078
365,2024-06-17,178.1396942138672
366,2024-06-18,175.8180389404297
367,2024-06-20,177.0735321044922
368,2024-06-21,179.61439514160156
369,2024-06-24,180.14248657226562
370,2024-06-25,184.9153289794922
371,2024-06-26,184.70606994628903
372,2024-06-27,186.1907501220703
373,2024-06-28,182.7630615234375
374,2024-07-01,183.82925415039065
375,2024-07-02,185.941650390625
376,2024-07-03,186.71885681152344
377,2024-07-05,191.27249145507807
378,2024-07-08,189.7977752685547
379,2024-07-09,189.7579345703125
380,2024-07-10,191.9699859619141
381,2024-07-11,186.62918090820312
382,2024-07-12,186.1110382080078
383,2024-07-15,187.5159912109375
384,2024-07-16,184.8356170654297
385,2024-07-17,181.9659423828125
386,2024-07-18,178.57810974121094
387,2024-07-19,178.7475128173828
388,2024-07-22,182.69332885742188
389,2024-07-23,182.94244384765625
390,2024-07-24,173.7454833984375
391,2024-07-25,168.5541534423828
392,2024-07-26,168.0758514404297
393,2024-07-29,170.51710510253906
394,2024-07-30,171.24449157714844
395,2024-07-31,172.52984619140625
396,2024-08-01,171.83236694335938
397,2024-08-02,167.79685974121094
398,2024-08-05,160.0646514892578
399,2024-08-06,159.9650115966797
400,2024-08-07,160.1742706298828
401,2024-08-08,163.25318908691406
402,2024-08-09,164.7976531982422
403,2024-08-12,163.36280822753906
404,2024-08-13,165.33570861816406
405,2024-08-14,161.44969177246094
406,2024-08-15,162.58560180664062
407,2024-08-16,164.1499786376953
408,2024-08-19,167.79685974121094
409,2024-08-20,168.35487365722656
410,2024-08-21,167.02963256835938
411,2024-08-22,164.8972930908203
412,2024-08-23,166.83035278320312
413,2024-08-26,167.32855224609375
414,2024-08-27,165.78411865234375
415,2024-08-28,163.91082763671875
416,2024-08-29,162.8147735595703
417,2024-08-30,164.51864624023438
418,2024-09-03,158.0419464111328
419,2024-09-04,157.2447967529297
420,2024-09-05,158.03196716308594
421,2024-09-06,151.58514404296875
422,2024-09-09,149.20054626464844
423,2024-09-10,149.6694793701172
424,2024-09-11,151.80462646484375
425,2024-09-12,155.1869354248047
426,2024-09-13,158.01051330566406
427,2024-09-16,158.62911987304688
428,2024-09-17,159.9161834716797
429,2024-09-18,160.44497680664062
430,2024-09-19,162.86947631835938
431,2024-09-20,164.2662811279297
432,2024-09-23,162.69985961914062
433,2024-09-24,163.2685546875
434,2024-09-25,162.62002563476562
435,2024-09-26,163.4581298828125
436,2024-09-27,164.91481018066406
437,2024-09-30,166.8105010986328
438,2024-10-01,168.03770446777344
439,2024-10-02,166.9302215576172
440,2024-10-03,166.83045959472656
441,2024-10-04,168.17738342285156
442,2024-10-07,164.016845703125
443,2024-10-08,165.32386779785156
444,2024-10-09,162.6898651123047
445,2024-10-10,162.80958557128906
446,2024-10-11,164.1465606689453
447,2024-10-14,165.972412109375
448,2024-10-15,166.52114868164062
449,2024-10-16,166.3615264892578
450,2024-10-17,164.13658142089844
451,2024-10-18,164.67535400390625
452,2024-10-21,165.4236602783203
453,2024-10-22,166.44134521484375
454,2024-10-23,164.1066436767578
455,2024-10-24,164.1565399169922
456,2024-10-25,166.61094665527344
457,2024-10-28,167.9578857421875
458,2024-10-29,170.75152587890625
459,2024-10-30,175.7401885986328
460,2024-10-31,172.2980194091797
461,2024-11-01,172.2581024169922
462,2024-11-04,170.2925567626953
463,2024-11-05,171.0209197998047
464,2024-11-06,177.9252166748047
465,2024-11-07,181.86624145507807
466,2024-11-08,179.45175170898438
467,2024-11-11,181.55694580078125
468,2024-11-12,182.9039001464844
469,2024-11-13,180.080322265625
470,2024-11-14,176.94744873046875
471,2024-11-15,173.4952850341797
472,2024-11-18,176.39869689941406
473,2024-11-19,179.17236328125
474,2024-11-20,176.92747497558594
475,2024-11-21,168.85585021972656
476,2024-11-22,166.19192504882812
477,2024-11-25,169.04541015625
478,2024-11-26,170.2327117919922
479,2024-11-27,170.43226623535156
480,2024-11-29,170.10301208496094
481,2024-12-02,172.5873565673828
482,2024-12-03,172.6272735595703
483,2024-12-04,175.69029235839844
484,2024-12-05,173.91433715820312
485,2024-12-06,176.0894012451172
486,2024-12-09,176.89846801757812
487,2024-12-10,186.31773376464844
488,2024-12-11,196.4861602783203
489,2024-12-12,193.4096527099609
490,2024-12-13,191.16221618652344
491,2024-12-16,197.93450927734372
492,2024-12-17,196.8956756591797
493,2024-12-18,189.93360900878903
494,2024-12-19,189.484130859375
495,2024-12-20,192.74041748046875
496,2024-12-23,195.7669677734375
497,2024-12-24,197.34518432617188
498,2024-12-26,196.87571716308597
499,2024-12-27,193.81918334960935
500,2024-12-30,192.47073364257807
501,2024-12-31,190.2232818603516
502,2025-01-02,190.4130706787109
503,2025-01-03,192.9102325439453
504,2025-01-06,197.7347412109375
505,2025-01-07,196.4861602783203
506,2025-01-08,195.1676483154297
507,2025-01-10,192.9501800537109
508,2025-01-13,192.0711669921875
509,2025-01-14,190.8325958251953
510,2025-01-15,196.7558441162109
511,2025-01-16,194.1887664794922
512,2025-01-17,197.3251953125
513,2025-01-21,199.40283203125
514,2025-01-22,199.8023681640625
515,2025-01-23,199.35289001464844
516,2025-01-24,201.6702423095703
517,2025-01-27,193.54949951171875
518,2025-01-28,196.8457489013672
519,2025-01-29,196.9556121826172
520,2025-01-30,202.3994140625
521,2025-01-31,205.3660430908203
522,2025-02-03,202.40939331054688
523,2025-02-04,207.4736328125
524,2025-02-05,193.0800323486328
525,2025-02-06,193.0900115966797
526,2025-02-07,186.92703247070312
527,2025-02-10,187.9858245849609
528,2025-02-11,186.8571319580078
529,2025-02-12,185.21897888183597
530,2025-02-13,187.66619873046875
531,2025-02-14,186.6573486328125
532,2025-02-18,185.58856201171875
533,2025-02-19,186.91705322265625
534,2025-02-20,186.4276123046875
535,2025-02-21,181.3733673095703
536,2025-02-24,180.9838104248047
537,2025-02-25,177.16815185546875
538,2025-02-26,174.50119018554688
539,2025-02-27,170.0163116455078
540,2025-02-28,172.02401733398438
541,2025-03-03,168.46807861328125
542,2025-03-04,172.41357421875
543,2025-03-05,174.79087829589844
544,2025-03-06,174.0117645263672
545,2025-03-07,175.5500030517578
546,2025-03-10,167.80999755859375
547,2025-03-11,165.97999572753906
548,2025-03-12,169.0
549,2025-03-13,164.72999572753906
550,2025-03-14,167.6199951171875
551,2025-03-17,166.57000732421875
552,2025-03-18,162.6699981689453
553,2025-03-19,166.27999877929688
554,2025-03-20,165.0500030517578
555,2025-03-21,166.25
556,2025-03-24,169.92999267578125
557,2025-03-25,172.7899932861328
558,2025-03-26,167.13999938964844
559,2025-03-27,164.0800018310547
560,2025-03-28,156.05999755859375
