Price,Date,Close
Ticker,,GOOG
0,2019-01-02,52.04598617553711
1,2019-01-03,50.56351089477539
2,2019-01-04,53.28312683105469
3,2019-01-07,53.16767120361328
4,2019-01-08,53.5603141784668
5,2019-01-09,53.47969436645508
6,2019-01-10,53.26421356201172
7,2019-01-11,52.610313415527344
8,2019-01-14,51.98826217651367
9,2019-01-15,53.603607177734375
10,2019-01-16,53.7937126159668
11,2019-01-17,54.238101959228516
12,2019-01-18,54.65413284301758
13,2019-01-22,53.27367401123047
14,2019-01-23,53.52498245239258
15,2019-01-24,53.441871643066406
16,2019-01-25,54.29234313964844
17,2019-01-28,53.25177764892578
18,2019-01-29,52.781002044677734
19,2019-01-30,54.1963005065918
20,2019-01-31,55.55536651611328
21,2019-02-01,55.27568435668945
22,2019-02-04,56.37299346923828
23,2019-02-05,57.029380798339844
24,2019-02-06,55.49863815307617
25,2019-02-07,54.67652893066406
26,2019-02-08,54.4948844909668
27,2019-02-11,54.492401123046875
28,2019-02-12,55.80418395996094
29,2019-02-13,55.74396896362305
30,2019-02-14,55.819114685058594
31,2019-02-15,55.42000198364258
32,2019-02-19,55.66434860229492
33,2019-02-20,55.427467346191406
34,2019-02-21,54.589935302734375
35,2019-02-22,55.256778717041016
36,2019-02-25,55.2085075378418
37,2019-02-26,55.493656158447266
38,2019-02-27,55.53944396972656
39,2019-02-28,55.732025146484375
40,2019-03-01,56.780555725097656
41,2019-03-04,57.11945724487305
42,2019-03-05,57.82760238647461
43,2019-03-06,57.620086669921875
44,2019-03-07,56.89551544189453
45,2019-03-08,56.84675216674805
46,2019-03-11,58.5108642578125
47,2019-03-12,59.378753662109375
48,2019-03-13,59.384727478027344
49,2019-03-14,58.9980583190918
50,2019-03-15,58.94381332397461
51,2019-03-18,58.933860778808594
52,2019-03-19,59.65991973876953
53,2019-03-20,60.910003662109375
54,2019-03-21,61.28671646118164
55,2019-03-22,59.9908561706543
56,2019-03-25,59.368804931640625
57,2019-03-26,58.951778411865234
58,2019-03-27,58.37451171875
59,2019-03-28,58.14907455444336
60,2019-03-29,58.388938903808594
61,2019-04-01,59.439964294433594
62,2019-04-02,59.741539001464844
63,2019-04-03,60.01176071166992
64,2019-04-04,60.463619232177734
65,2019-04-05,60.072967529296875
66,2019-04-08,59.90824508666992
67,2019-04-09,59.580299377441406
68,2019-04-10,59.824642181396484
69,2019-04-11,59.947059631347656
70,2019-04-12,60.606441497802734
71,2019-04-15,60.767181396484375
72,2019-04-16,61.067256927490234
73,2019-04-17,61.52558517456055
74,2019-04-18,61.52708053588867
75,2019-04-22,62.147640228271484
76,2019-04-23,62.929439544677734
77,2019-04-24,62.50395202636719
78,2019-04-25,62.874698638916016
79,2019-04-26,63.30914306640625
80,2019-04-29,64.07550048828125
81,2019-04-30,59.14387130737305
82,2019-05-01,58.1286735534668
83,2019-05-02,57.856468200683594
84,2019-05-03,58.99059295654297
85,2019-05-06,59.18915557861328
86,2019-05-07,58.428260803222656
87,2019-05-08,58.038597106933594
88,2019-05-09,57.84501647949219
89,2019-05-10,57.9390754699707
90,2019-05-13,56.33467483520508
91,2019-05-14,55.757904052734375
92,2019-05-15,57.93608856201172
93,2019-05-16,58.67110824584961
94,2019-05-17,57.841041564941406
95,2019-05-20,56.67406463623047
96,2019-05-21,57.21052551269531
97,2019-05-22,57.29960250854492
98,2019-05-23,56.76961898803711
99,2019-05-24,56.406333923339844
100,2019-05-28,56.4401741027832
101,2019-05-29,55.559844970703125
102,2019-05-30,55.63398742675781
103,2019-05-31,54.921363830566406
104,2019-06-03,51.56725311279297
105,2019-06-04,52.40428924560547
106,2019-06-05,51.86534118652344
107,2019-06-06,51.97084426879883
108,2019-06-07,53.05072784423828
109,2019-06-10,53.764347076416016
110,2019-06-11,53.681739807128906
111,2019-06-12,53.59763717651367
112,2019-06-13,54.18186569213867
113,2019-06-14,54.01167678833008
114,2019-06-17,54.36749267578125
115,2019-06-18,54.91987609863281
116,2019-06-19,54.8566780090332
117,2019-06-20,55.309024810791016
118,2019-06-21,55.829566955566406
119,2019-06-24,55.5130615234375
120,2019-06-25,54.061439514160156
121,2019-06-26,53.7354850769043
122,2019-06-27,53.546875
123,2019-06-28,53.79072570800781
124,2019-07-01,54.638702392578125
125,2019-07-02,55.30057144165039
126,2019-07-03,55.81463623046875
127,2019-07-05,56.31277847290039
128,2019-07-08,55.55437088012695
129,2019-07-09,55.97637176513672
130,2019-07-10,56.75518035888672
131,2019-07-11,56.940799713134766
132,2019-07-12,56.97513961791992
133,2019-07-15,57.245853424072266
134,2019-07-16,57.40709686279297
135,2019-07-17,57.047298431396484
136,2019-07-18,57.046302795410156
137,2019-07-19,56.23862838745117
138,2019-07-22,56.635250091552734
139,2019-07-23,57.04033279418945
140,2019-07-24,56.622314453125
141,2019-07-25,56.33915328979492
142,2019-07-26,62.22576904296875
143,2019-07-29,61.67836380004883
144,2019-07-30,60.968223571777344
145,2019-07-31,60.547218322753906
146,2019-08-01,60.165531158447266
147,2019-08-02,59.41807174682617
148,2019-08-05,57.344390869140625
149,2019-08-06,58.22173309326172
150,2019-08-07,58.42278289794922
151,2019-08-08,59.956024169921875
152,2019-08-09,59.1204833984375
153,2019-08-12,58.45861053466797
154,2019-08-13,59.581295013427734
155,2019-08-14,57.94007110595703
156,2019-08-15,58.087867736816406
157,2019-08-16,58.60243606567383
158,2019-08-19,59.6400146484375
159,2019-08-20,58.85572814941406
160,2019-08-21,59.281715393066406
161,2019-08-22,59.19612121582031
162,2019-08-23,57.29313278198242
163,2019-08-26,58.168983459472656
164,2019-08-27,58.116729736328125
165,2019-08-28,58.27498245239258
166,2019-08-29,59.3613395690918
167,2019-08-30,59.12495422363281
168,2019-09-03,58.14410400390625
169,2019-09-04,58.79203414916992
170,2019-09-05,60.28347396850586
171,2019-09-06,59.96249008178711
172,2019-09-09,59.936614990234375
173,2019-09-10,60.0157356262207
174,2019-09-11,60.72089767456055
175,2019-09-12,61.42158126831055
176,2019-09-13,61.685829162597656
177,2019-09-16,61.2747688293457
178,2019-09-17,61.16777801513672
179,2019-09-18,61.33000946044922
180,2019-09-19,61.64352798461914
181,2019-09-20,61.20659637451172
182,2019-09-23,61.4106330871582
183,2019-09-24,60.65073013305664
184,2019-09-25,62.032188415527344
185,2019-09-26,61.77689743041992
186,2019-09-27,60.96574020385742
187,2019-09-30,60.66267395019531
188,2019-10-01,59.970951080322266
189,2019-10-02,58.554161071777344
190,2019-10-03,59.11151885986328
191,2019-10-04,60.16503143310547
192,2019-10-07,60.09933853149414
193,2019-10-08,59.176212310791016
194,2019-10-09,59.83211135864258
195,2019-10-10,60.14860534667969
196,2019-10-11,60.48600769042969
197,2019-10-14,60.57011032104492
198,2019-10-15,61.85751724243164
199,2019-10-16,61.88886260986328
200,2019-10-17,62.3581428527832
201,2019-10-18,61.98093032836914
202,2019-10-21,62.013771057128906
203,2019-10-22,61.84706497192383
204,2019-10-23,62.65971374511719
205,2019-10-24,62.752281188964844
206,2019-10-25,62.95830154418945
207,2019-10-28,64.19593048095703
208,2019-10-29,62.83338928222656
209,2019-10-30,62.76720428466797
210,2019-10-31,62.70848846435547
211,2019-11-01,63.38677215576172
212,2019-11-04,64.26410675048828
213,2019-11-05,64.29695892333984
214,2019-11-06,64.28551483154297
215,2019-11-07,65.1344985961914
216,2019-11-08,65.25939178466797
217,2019-11-11,64.65327453613281
218,2019-11-12,64.63386535644531
219,2019-11-13,64.59405517578125
220,2019-11-14,65.26387786865234
221,2019-11-15,66.42886352539062
222,2019-11-18,65.72370147705078
223,2019-11-19,65.46294403076172
224,2019-11-20,64.8453598022461
225,2019-11-21,64.7607650756836
226,2019-11-22,64.46168518066406
227,2019-11-25,65.0265121459961
228,2019-11-26,65.36788940429688
229,2019-11-27,65.34001159667969
230,2019-11-29,64.94041442871094
231,2019-12-02,64.19196319580078
232,2019-12-03,64.45869445800781
233,2019-12-04,65.71574401855469
