Date,Close
2023-01-03,235.24002075195312
2023-01-04,224.9498748779297
2023-01-05,218.28286743164065
2023-01-06,220.85540771484372
2023-01-09,223.0057373046875
2023-01-10,224.70440673828125
2023-01-11,231.49903869628903
2023-01-12,234.1894073486328
2023-01-13,234.8963623046875
2023-01-17,235.9960784912109
2023-01-18,231.53831481933597
2023-01-19,227.72857666015625
2023-01-20,235.8684539794922
2023-01-23,238.1856842041016
2023-01-24,237.65545654296875
2023-01-25,236.25135803222656
2023-01-26,243.50750732421875
2023-01-27,243.6646270751953
2023-01-30,238.3133544921875
2023-01-31,243.3209381103516
2023-02-01,248.17144775390625
2023-02-02,259.80682373046875
2023-02-03,253.67002868652344
2023-02-06,252.11862182617188
2023-02-07,262.71319580078125
2023-02-08,261.898193359375
2023-02-09,258.84454345703125
2023-02-10,258.333984375
2023-02-13,266.4050598144531
2023-02-14,267.2396850585937
2023-02-15,265.1036682128906
2023-02-16,258.0458984375
2023-02-17,254.01991271972656
2023-02-21,248.71429443359372
2023-02-22,247.57244873046875
2023-02-23,250.7814178466797
2023-02-24,245.31829833984372
2023-02-27,246.24359130859372
2023-02-28,245.51516723632807
2023-03-01,242.4145050048828
2023-03-02,247.1787109375
2023-03-03,251.2932586669922
2023-03-06,252.84857177734372
2023-03-07,250.17112731933597
2023-03-08,249.72817993164065
2023-03-09,248.3697967529297
2023-03-10,244.6981506347656
2023-03-13,249.9447326660156
2023-03-14,256.70721435546875
2023-03-15,261.284423828125
2023-03-16,271.8759155273437
2023-03-17,275.05535888671875
2023-03-20,267.96807861328125
2023-03-21,269.4938049316406
2023-03-22,268.0271911621094
2023-03-23,273.3130798339844
2023-03-24,276.1775207519531
2023-03-27,272.0531311035156
2023-03-28,270.921142578125
2023-03-29,276.11846923828125
2023-03-30,279.60302734375
2023-03-31,283.78643798828125
2023-04-03,282.73321533203125
2023-04-04,282.6840209960937
2023-04-05,279.8884582519531
2023-04-06,287.0347900390625
2023-04-10,284.85943603515625
2023-04-11,278.4021301269531
2023-04-12,279.0517883300781
2023-04-13,285.3023986816406
2023-04-14,281.66033935546875
2023-04-17,284.2786560058594
2023-04-18,283.8553466796875
2023-04-19,283.9341125488281
2023-04-20,281.6307678222656
2023-04-21,281.2862548828125
2023-04-24,277.3586730957031
2023-04-25,271.108154296875
2023-04-26,290.74578857421875
2023-04-27,300.05767822265625
2023-04-28,302.4496459960937
2023-05-01,300.7762756347656
2023-05-02,300.62860107421875
2023-05-03,299.63446044921875
2023-05-04,300.62860107421875
2023-05-05,305.7865905761719
2023-05-08,303.81793212890625
2023-05-09,302.1937255859375
2023-05-10,307.4205322265625
2023-05-11,305.25506591796875
2023-05-12,304.1329040527344
2023-05-15,304.6152038574219
2023-05-16,306.8595275878906
2023-05-17,309.7598571777344
2023-05-18,314.21881103515625
2023-05-19,314.04119873046875
2023-05-22,316.84283447265625
2023-05-23,311.0028381347656
2023-05-24,309.6118469238281
2023-05-25,321.51885986328125
2023-05-26,328.3947448730469
2023-05-30,326.73736572265625
2023-05-31,323.9555358886719
2023-06-01,328.08892822265625
2023-06-02,330.8708801269531
2023-06-05,331.403564453125
2023-06-06,329.1740417480469
2023-06-07,319.0131530761719
2023-06-08,320.8677978515625
2023-06-09,322.37713623046875
2023-06-12,327.3688049316406
2023-06-13,329.7758178710937
2023-06-14,332.7846374511719
2023-06-15,343.3993530273437
2023-06-16,337.70721435546875
2023-06-20,333.48504638671875
2023-06-21,329.0556640625
2023-06-22,335.1226501464844
2023-06-23,330.4959716796875
2023-06-26,324.1626892089844
2023-06-27,330.0520324707031
2023-06-28,331.3147277832031
2023-06-29,330.5255432128906
2023-06-30,335.94146728515625
2023-07-03,333.4258728027344
2023-07-05,333.5837097167969
2023-07-06,336.6615295410156
2023-07-07,332.6662292480469
2023-07-10,327.3490600585937
2023-07-11,327.9803771972656
2023-07-12,332.6465759277344
2023-07-13,338.0328063964844
2023-07-14,340.5779113769531
2023-07-17,341.06134033203125
2023-07-18,354.635498046875
2023-07-19,350.2850646972656
2023-07-20,342.1859741210937
2023-07-21,339.1277770996094
2023-07-24,340.44970703125
2023-07-25,346.240478515625
2023-07-26,333.20880126953125
2023-07-27,326.2540283203125
2023-07-28,333.8007202148437
2023-07-31,331.3838195800781
2023-08-01,331.7981872558594
2023-08-02,323.0775146484375
2023-08-03,322.24884033203125
2023-08-04,323.35369873046875
2023-08-07,325.6522521972656
2023-08-08,321.6470947265625
2023-08-09,317.878662109375
2023-08-10,318.5692138671875
2023-08-11,316.6752014160156
2023-08-14,319.6642761230469
2023-08-15,317.513671875
2023-08-16,316.7425842285156
2023-08-17,313.26275634765625
2023-08-18,312.86737060546875
2023-08-21,318.2057189941406
2023-08-22,318.7790832519531
2023-08-23,323.2672424316406
2023-08-24,316.3174743652344
2023-08-25,319.29315185546875
2023-08-28,320.0049133300781
2023-08-29,324.6611633300781
2023-08-30,325.03680419921875
2023-08-31,324.0185852050781
2023-09-01,324.9082946777344
2023-09-05,329.74249267578125
2023-09-06,329.0801086425781
2023-09-07,326.14404296875
2023-09-08,330.4542541503906
2023-09-11,334.0823669433594
2023-09-12,327.9827575683594
2023-09-13,332.2238464355469
2023-09-14,334.8337097167969
2023-09-15,326.4505310058594
2023-09-18,325.3037414550781
2023-09-19,324.8984069824219
2023-09-20,317.1083374023437
2023-09-21,315.8824768066406
2023-09-22,313.3913269042969
2023-09-25,313.915283203125
2023-09-26,308.57684326171875
2023-09-27,309.2194519042969
2023-09-28,310.0597839355469
2023-09-29,312.14569091796875
2023-10-02,318.1265563964844
2023-10-03,309.8126525878906
2023-10-04,315.3190002441406
2023-10-05,315.7144470214844
2023-10-06,323.5242919921875
2023-10-09,326.0550537109375
2023-10-10,324.64141845703125
2023-10-11,328.6253967285156
2023-10-12,327.3797912597656
2023-10-13,323.9888916015625
2023-10-16,328.8428649902344
2023-10-17,328.2694702148437
2023-10-18,326.3417358398437
2023-10-19,327.5379333496094
2023-10-20,322.9410400390625
2023-10-23,325.5607604980469
2023-10-24,326.7569580078125
2023-10-25,336.7811889648437
2023-10-26,324.1471252441406
2023-10-27,326.04522705078125
2023-10-30,333.45953369140625
2023-10-31,334.2503967285156
2023-11-01,342.1195373535156
2023-11-02,344.3438720703125
2023-11-03,348.7727355957031
2023-11-06,352.46014404296875
2023-11-07,356.4144897460937
2023-11-08,359.05401611328125
2023-11-09,356.5726928710937
2023-11-10,365.4501953125
2023-11-13,362.4943237304688
2023-11-14,366.0433044433594
2023-11-15,366.1919250488281
2023-11-16,372.63079833984375
2023-11-17,366.3702087402344
2023-11-20,373.8887939453125
2023-11-21,369.5599365234375
2023-11-22,374.294921875
2023-11-24,373.8788757324219
2023-11-27,375.04779052734375
2023-11-28,379.0993347167969
2023-11-29,375.2855224609375
2023-11-30,375.3449401855469
2023-12-01,370.9863586425781
2023-12-04,365.6669006347656
2023-12-05,369.01507568359375
2023-12-06,365.330078125
2023-12-07,367.4598693847656
2023-12-08,370.70904541015625
2023-12-11,367.8065490722656
2023-12-12,370.8576049804688
2023-12-13,370.84765625
2023-12-14,362.4870910644531
2023-12-15,367.2419738769531
2023-12-18,369.1438598632813
2023-12-19,369.7481384277344
2023-12-20,367.1329650878906
2023-12-21,370.0255432128906
2023-12-22,371.0556945800781
2023-12-26,371.1349487304688
2023-12-27,370.5505065917969
2023-12-28,371.7491149902344
2023-12-29,372.5019226074219
2024-01-02,367.3806457519531
2024-01-03,367.1131286621094
2024-01-04,364.4781494140625
2024-01-05,364.28997802734375
2024-01-08,371.1647033691406
2024-01-09,372.25433349609375
2024-01-10,379.1686401367188
2024-01-11,381.0111389160156
2024-01-12,384.8150329589844
2024-01-16,386.5980529785156
2024-01-17,385.80560302734375
2024-01-18,390.1642150878906
2024-01-19,394.9190979003906
2024-01-22,392.77935791015625
2024-01-23,395.1468811035156
2024-01-24,398.7724609375
2024-01-25,401.0607299804688
2024-01-26,400.1295471191406
2024-01-29,405.8650817871094
2024-01-30,404.7457275390625
2024-01-31,393.8393249511719
2024-02-01,399.9809875488281
2024-02-02,407.35101318359375
2024-02-05,401.8334045410156
2024-02-06,401.67486572265625
2024-02-07,410.154296875
2024-02-08,410.2137756347656
2024-02-09,416.5931701660156
2024-02-12,411.3529968261719
2024-02-13,402.4970703125
2024-02-14,406.3873596191406
2024-02-15,403.4795837402344
2024-02-16,400.9985046386719
2024-02-20,399.7381591796875
2024-02-21,399.1327209472656
2024-02-22,408.5309753417969
2024-02-23,407.2309265136719
2024-02-26,404.4521789550781
2024-02-27,404.3926086425781
2024-02-28,404.6307678222656
2024-02-29,410.50592041015625
2024-03-01,412.3518371582031
2024-03-04,411.7762756347656
2024-03-05,399.5991821289063
2024-03-06,399.0434265136719
2024-03-07,406.0400695800781
2024-03-08,403.1421508789063
2024-03-11,401.45501708984375
2024-03-12,412.1334838867188
2024-03-13,411.9548950195313
2024-03-14,421.9981994628906
2024-03-15,413.264892578125
2024-03-18,414.1580505371094
2024-03-19,418.2171020507813
2024-03-20,422.0081176757813
2024-03-21,426.1167602539063
2024-03-22,425.4915466308594
2024-03-25,419.6560668945313
2024-03-26,418.4552307128906
2024-03-27,418.2368774414063
2024-03-28,417.5323181152344
2024-04-01,421.3531188964844
2024-04-02,418.2468566894531
2024-04-03,417.2643127441406
2024-04-04,414.71380615234375
2024-04-05,422.2959289550781
2024-04-08,421.3729553222656
2024-04-09,423.0501403808594
2024-04-10,420.0530395507813
2024-04-11,424.6876525878906
2024-04-12,418.703369140625
2024-04-15,410.50592041015625
2024-04-16,411.4388122558594
2024-04-17,408.7195739746094
2024-04-18,401.2069396972656
2024-04-19,396.095947265625
2024-04-22,397.9219970703125
2024-04-23,404.48193359375
2024-04-24,405.9606323242188
2024-04-25,396.01654052734375
2024-04-26,403.2414245605469
2024-04-29,399.2022399902344
2024-04-30,386.3800964355469
2024-05-01,391.9476318359375
2024-05-02,394.82562255859375
2024-05-03,403.5787963867188
2024-05-06,410.4067077636719
2024-05-07,406.238525390625
2024-05-08,407.4294128417969
2024-05-09,409.1959533691406
2024-05-10,411.5975646972656
2024-05-13,410.5853271484375
2024-05-14,413.40380859375
2024-05-15,420.6317443847656
2024-05-16,418.5538024902344
2024-05-17,417.7783203125
2024-05-20,422.878662109375
2024-05-21,426.5572509765625
2024-05-22,428.0286865234375
2024-05-23,424.529052734375
2024-05-24,427.6707763671875
2024-05-28,427.8298645019531
2024-05-29,426.6865234375
2024-05-30,412.2704162597656
2024-05-31,412.7277526855469
2024-06-03,411.1270446777344
2024-06-04,413.6623229980469
2024-06-05,421.5563659667969
2024-06-06,422.0633850097656
2024-06-07,421.3973083496094
2024-06-10,425.3940124511719
2024-06-11,430.1761779785156
2024-06-12,438.5076904296875
2024-06-13,439.0246887207031
2024-06-14,440.0089721679688
2024-06-17,445.775390625
2024-06-18,443.7571411132813
2024-06-20,443.120849609375
2024-06-21,447.17724609375
2024-06-24,445.0794677734375
2024-06-25,448.3404541015625
2024-06-26,449.54345703125
2024-06-27,450.2294921875
2024-06-28,444.3636474609375
2024-07-01,454.0870361328125
2024-07-02,456.6222534179688
2024-07-03,458.1036376953125
2024-07-05,464.8543395996094
2024-07-08,463.5419921875
2024-07-09,456.8807678222656
2024-07-10,463.5519409179688
2024-07-11,452.06878662109375
2024-07-12,450.9254150390625
2024-07-15,451.3330383300781
2024-07-16,446.9187316894531
2024-07-17,440.9534606933594
2024-07-18,437.8216857910156
2024-07-19,434.5805358886719
2024-07-22,440.3768615722656
2024-07-23,442.2757873535156
2024-07-24,426.4180908203125
2024-07-25,415.9788208007813
2024-07-26,422.8090515136719
2024-07-29,424.2606201171875
2024-07-30,420.4726867675781
2024-07-31,415.9291076660156
2024-08-01,414.6962585449219
2024-08-02,406.1261901855469
2024-08-05,392.86334228515625
2024-08-06,397.2975463867188
2024-08-07,396.1243591308594
2024-08-08,400.3597412109375
2024-08-09,403.6704406738281
2024-08-12,404.4559020996094
2024-08-13,411.6142272949219
2024-08-14,414.4477233886719
2024-08-15,419.34808349609375
2024-08-16,416.7983093261719
2024-08-19,419.8460998535156
2024-08-20,423.10302734375
2024-08-21,422.4456787109375
2024-08-22,413.8899841308594
2024-08-23,415.1250305175781
2024-08-26,411.8381958007813
2024-08-27,412.1867980957031
2024-08-28,408.9597778320313
2024-08-29,411.4696960449219
2024-08-30,415.4736328125
2024-09-03,407.8043823242188
2024-09-04,407.26654052734375
2024-09-05,406.7585754394531
2024-09-06,400.0953063964844
2024-09-09,404.0992431640625
2024-09-10,412.5453796386719
2024-09-11,421.3500671386719
2024-09-12,425.2942504882813
2024-09-13,428.8699035644531
2024-09-16,429.6169128417969
2024-09-17,433.4116821289063
2024-09-18,429.0890197753906
2024-09-19,436.93756103515625
2024-09-20,433.53118896484375
2024-09-23,431.77825927734375
2024-09-24,427.4555969238281
2024-09-25,430.3838195800781
2024-09-26,429.5870361328125
2024-09-27,426.3101501464844
2024-09-30,428.5810546875
2024-10-01,419.0094604492188
2024-10-02,415.4636535644531
2024-10-03,414.87603759765625
2024-10-04,414.39794921875
2024-10-07,407.9039916992188
2024-10-08,413.0533447265625
2024-10-09,415.7923278808594
2024-10-10,414.1788330078125
2024-10-11,414.6568908691406
2024-10-14,417.4656677246094
2024-10-15,417.0672302246094
2024-10-16,414.4577026367188
2024-10-17,415.0552978515625
2024-10-18,416.4895629882813
2024-10-21,417.1070861816406
2024-10-22,425.8022155761719
2024-10-23,422.9038391113281
2024-10-24,423.0333251953125
2024-10-25,426.4396362304688
2024-10-28,424.8858642578125
2024-10-29,430.2244873046875
2024-10-30,430.8021545410156
2024-10-31,404.7267456054688
2024-11-01,408.7306823730469
2024-11-04,406.8283081054688
2024-11-05,409.8163146972656
2024-11-06,418.50146484375
2024-11-07,423.7304992675781
2024-11-08,420.85205078125
2024-11-11,416.3401489257813
2024-11-12,421.340087890625
2024-11-13,423.5014343261719
2024-11-14,425.1846923828125
2024-11-15,413.3421936035156
2024-11-18,414.0991516113281
2024-11-19,416.12103271484375
2024-11-20,413.8302001953125
2024-11-21,412.0437927246094
2024-11-22,416.16552734375
2024-11-25,417.9519653320313
2024-11-26,427.133544921875
2024-11-27,422.1435546875
2024-11-29,422.6126098632813
2024-12-02,430.1175842285156
2024-12-03,430.3371276855469
2024-12-04,436.544677734375
2024-12-05,441.7342529296875
2024-12-06,442.682373046875
2024-12-09,445.12744140625
2024-12-10,442.4428405761719
2024-12-11,448.0915222167969
2024-12-12,448.6603698730469
2024-12-13,446.37493896484375
2024-12-16,450.6863098144531
2024-12-17,453.5505676269531
2024-12-18,436.5147399902344
2024-12-19,436.1554565429688
2024-12-20,435.726318359375
2024-12-23,434.3790283203125
2024-12-24,438.4508361816406
2024-12-26,437.2332763671875
2024-12-27,429.66845703125
2024-12-30,423.9798583984375
2024-12-31,420.6565246582031
2025-01-02,417.7423706054688
2025-01-03,422.5028381347656
2025-01-06,426.9938354492188
2025-01-07,421.5247802734375
2025-01-08,423.7104187011719
2025-01-10,418.1116333007813
2025-01-13,416.3551635742188
2025-01-14,414.8382263183594
2025-01-15,425.4569091796875
2025-01-16,423.7303466796875
2025-01-17,428.1714782714844
2025-01-21,427.64251708984375
2025-01-22,445.30712890625
2025-01-23,445.8160705566406
2025-01-24,443.17138671875
2025-01-27,433.6903991699219
2025-01-28,446.30511474609375
2025-01-29,441.44482421875
2025-01-30,414.1595458984375
2025-01-31,414.22943115234375
2025-02-03,410.09771728515625
2025-02-04,411.5447998046875
2025-02-05,412.4629821777344
2025-02-06,414.9879150390625
2025-02-07,408.9300537109375
2025-02-10,411.3951110839844
2025-02-11,410.6166687011719
2025-02-12,408.2214660644531
2025-02-13,409.7184753417969
2025-02-14,407.6126708984375
2025-02-18,408.8202819824219
2025-02-19,413.9400024414063
2025-02-20,416.1300048828125
2025-02-21,408.2099914550781
2025-02-24,404.0
2025-02-25,397.8999938964844
2025-02-26,399.7300109863281
2025-02-27,392.5299987792969
2025-02-28,396.989990234375
2025-03-03,388.489990234375
2025-03-04,388.6099853515625
2025-03-05,401.0199890136719
2025-03-06,396.8900146484375
2025-03-07,393.30999755859375
2025-03-10,380.1600036621094
2025-03-11,380.4500122070313
2025-03-12,383.2699890136719
2025-03-13,378.7699890136719
2025-03-14,388.55999755859375
2025-03-17,388.7000122070313
2025-03-18,383.5199890136719
2025-03-19,387.8200073242188
2025-03-20,386.8399963378906
2025-03-21,391.260009765625
2025-03-24,393.0799865722656
2025-03-25,395.1600036621094
2025-03-26,389.9700012207031
2025-03-27,390.5799865722656
2025-03-28,378.7999877929688
2025-03-31,375.3900146484375
2025-04-01,382.1900024414063
2025-04-02,382.1400146484375
2025-04-03,373.1099853515625
2025-04-04,359.8399963378906
2025-04-07,357.8599853515625
2025-04-08,354.5599975585937
2025-04-09,390.489990234375
2025-04-10,381.3500061035156
2025-04-11,388.4500122070313
2025-04-14,387.80999755859375
2025-04-15,385.7300109863281
2025-04-16,371.6099853515625
2025-04-17,367.7799987792969
2025-04-21,359.1199951171875
2025-04-22,366.8200073242188
2025-04-23,374.3900146484375
2025-04-24,387.2999877929688
2025-04-25,391.8500061035156
2025-04-28,391.1600036621094
2025-04-29,393.2550048828125
